12,01810100023f0502,,西施惠【冬天服裝】,
12,0182000002400502,,K.K.,
12,01c1000002440502,,巧美,
12,018a000002450502,,莉詠,
12,018b000002460502,,健兆,
12,0183000002420502,,狸克,
12,0188000002410502,,絹兒,
12,018c000002430502,,西施德,
12,018e000002490502,,電源叔叔,
12,0192000002470502,,傅達,
12,01940000024a0502,,薛革,
12,0193000002480502,,傅珂,
12,01840000024d0502,,豆狸 & 粒狸,
12,018d0000024c0502,,陌陌,
12,01960000024e0502,,航平,
12,01810000024b0502,,西施惠【夏天服裝】,
15,0513000102e70502,,W01范妮莎,
15,04a2000102e80502,,W02風杰,
15,028a000102e90502,,W03阿妹,
15,0232000102ea0502,,W04麗婷,
15,0328000102eb0502,,W05保羅,
15,04b6000102ec0502,,W06光雄,
15,04c8000102ed0502,,W07氈氈,
15,04fc000102ee0502,,W08谷豐,
15,0343000102ef0502,,W09吸管,
15,04eb000102f00502,,W10孟珮,
15,0481000102f10502,,W11達利,
15,0468000102f20502,,W12竹輪,
15,03d3000102f30502,,W13媽咪,
15,0314000102f40502,,W14番茄醬,
15,03e8000102f50502,,W15晴天,
15,024d000102f60502,,W16毛樂時,
15,021c000102f70502,,W17妮雅,
15,0238000102f80502,,W18余板,
15,02f3000102f90502,,W19麻蓉,
15,0358000102fa0502,,W20亞星,
15,036e000102fb0502,,W21空空,
15,0395000102fc0502,,W22艾咪,
15,0482000102fd0502,,W23瑪格,
15,0284000102fe0502,,W24憲雄,
15,02a3000102ff0502,,W25帕塔雅,
16,0438000103000502,,W26小嵐,
16,049f000103010502,,W27阿醋,
16,0347000103020502,,W28嘉俊,
16,043b000103030502,,W29朱莉亞,
16,036d000103040502,,W30壯壯,
16,02f4000103050502,,W31貝果,
16,0233000103060502,,W32李徹,
16,032a000103070502,,W33泡芙,
16,02c5000103080502,,W34豐年,
16,0312000103090502,,W35卿德,
16,04140001030a0502,,W36甘油,
16,03ea0001030b0502,,W37老獅,
16,04b40001030c0502,,W38阿蹲,
16,04c90001030d0502,,W39愛睦,
16,03410001030e0502,,W40阿田,
16,02b70001030f0502,,W41晨曦,
16,03c0000103100502,,W42鋼鎖,
16,0439000103110502,,W43鶴茲,
16,0206000103120502,,W44貴妃,
16,0286000103130502,,W45畢克蘿,
16,050f000103140502,,W46阿研,
16,044e000103150502,,W47繼光,
16,03ab000103160502,,W48小鈾,
16,021f000103170502,,W49大功,
16,04ea000103180502,,W50娜塔麗,
17,02ea000101d50502,,AF1牛奶糖【amiibo慶典】,
17,0282000101d60502,,AF2玩具熊【amiibo慶典】,
17,025f000101d70502,,AF3彭花【amiibo慶典】,
17,0181000101d40502,,CP1西施惠【Character Parfait】,
17,0182000101d80502,,CP2K.K.【Pikopuri】,
19,0181000100440502,,001西施惠,
19,0183000100450502,,002狸克,
19,0182010100460502,,003DJ K.K.,
19,0187000100470502,,004麻兒,
19,0196000100480502,,005航平,
19,018e000100490502,,006電源叔叔,
19,01a30001004a0502,,007曹谷,
19,01850001004b0502,,008豆狸,
19,018c0001004c0502,,009西施德,
19,01a40001004d0502,,010阿獺,
19,01910001004e0502,,011刀麗茹,
19,01a80001004f0502,,012狐利,
19,01a6000100500502,,013駱嵐,
19,01b5000100510502,,014夢美,
19,01b0000100520502,,015壽伯,
19,01aa000100530502,,016阿本先生,
19,01c1000100540502,,017巧美,
19,025d000100550502,,018阿判,
19,02d6000100560502,,019音音,
19,0216000100570502,,020鐵熊,
19,02ef000100580502,,021傅蘭,
19,04fe000100590502,,022阿彪,
19,02870001005a0502,,023櫻桃,
19,05150001005b0502,,024李可,
19,03710001005c0502,,025阿保,
20,04ba0001005d0502,,026柴姐,
20,02db0001005e0502,,027湯姆,
20,03450001005f0502,,028翡翠,
20,047a000100600502,,029古烈,
20,049b000100610502,,030大姐頭,
20,04ed000100620502,,031克栗斯,
20,027d000100630502,,032娃娃,
20,0307000100640502,,033皮蛋,
20,0261000100650502,,034余子醬,
20,0401000100660502,,035德里,
20,02c4000100670502,,036鱷羅思,
20,0266000100680502,,037戈伍紀,
20,02b1000100690502,,038阿排,
20,02310001006a0502,,039紀諾,
20,03480001006b0502,,040林妲,
20,03180001006c0502,,041何童,
20,03db0001006d0502,,042瑪莉亞,
20,04650001006e0502,,043哈奇,
20,04000001006f0502,,044雪莉,
20,0429000100700502,,045張瑜,
20,03a9000100710502,,046馬星星,
20,02a4000100720502,,047金閣,
20,0452000100730502,,048銀閣,
20,04a5000100740502,,049妙妙,
20,0263000100750502,,050爾光,
21,0323000100760502,,051露露,
21,04ec000100770502,,052軟糖,
21,040d000100780502,,053韭菜,
21,030b000100790502,,054毬藻,
21,04970001007a0502,,055百川,
21,04fd0001007b0502,,056盧姿,
21,043d0001007c0502,,057凱恩,
21,02680001007d0502,,058珍珍,
21,02190001007e0502,,059巴克思,
21,04100001007f0502,,060和平,
21,021b000100800502,,061戀戀,
21,024f000100810502,,062羅宋,
21,04e6000100820502,,063小敏,
21,0280000100830502,,064阿欽,
21,0235000100840502,,065小酒窩,
21,035a000100850502,,066比利,
21,0384000100860502,,067雪美,
21,03ae000100870502,,068笛笛,
21,040e000100880502,,069貝拉,
21,0394000100890502,,070賈寶為,
21,03bc0001008a0502,,071尤嘉莉,
21,03ee0001008b0502,,072賴恩睿,
21,046c0001008c0502,,073蕾拉,
21,04800001008d0502,,074博士,
21,044c0001008e0502,,075安地斯,
22,033f0001008f0502,,076阿刻,
22,02fb000100900502,,077花娜,
22,03a8000100910502,,078黑馬,
22,0479000100920502,,079嘟嘟,
22,03c6000100930502,,080羅奇,
22,04c7000100940502,,081毛海兒,
22,0299000100950502,,082肯肯,
22,0208000100960502,,083小雅,
22,02fa000100970502,,084小八,
22,0488000100980502,,085布蘭妮,
22,050b000100990502,,086施傅,
22,04940001009a0502,,087莉莉安,
22,03830001009b0502,,088子墨,
22,02de0001009c0502,,089倪家莉,
22,03290001009d0502,,090大大,
22,04d10001009e0502,,091彭澎,
22,034b0001009f0502,,092亨利,
22,0393000100a00502,,093豆沙,
22,0200000100a10502,,094陽明,
22,04dd000100a20502,,095小桃,
22,04a6000100a30502,,096阿甘,
22,04cc000100a40502,,097梅麗諾,
22,0460000100a50502,,098企鵝達,
22,0317000100a60502,,099亞美,
22,02f0000100a70502,,100阿笨,
24,0182000100a80502,,101K.K.,
24,018a000100a90502,,102莉詠,
24,0194000100aa0502,,103薛革,
24,0189000100ab0502,,104綿兒/凱絲,
24,019d000100ac0502,,105警察叔叔,
24,019e000100ad0502,,106警察叔叔,
24,01b6000100ae0502,,107咪露,
24,0186010100af0502,,108粒狸,
24,0195000100b00502,,109車長叔叔,
24,0198000100b10502,,110沽沽,
24,01b1000100b20502,,111笑匠,
24,018f000100b30502,,112開關叔叔,
24,0181010100b40502,,113西施惠,
24,01b3000100b50502,,114無臉貓,
24,019b000100b60502,,115龍山先生,
24,019a000100b70502,,116俞正,
24,01ad000100b80502,,117南瓜王,
24,027f000100b90502,,118蓬蓬,
24,026e000100ba0502,,119美佳,
24,03c1000100bb0502,,120阿栗,
24,032d000100bc0502,,121茉莉,
24,023c000100bd0502,,122摔角鴉,
24,02dc000100be0502,,123潔西卡,
24,0398000100bf0502,,124歐世豪,
24,0464000100c00502,,125寶拉,
25,0251000100c10502,,126大常,
25,03d1000100c20502,,127縫縫,
25,026c000100c30502,,128阿邦,
25,02b2000100c40502,,129牧牧,
25,0344000100c50502,,130青呱,
25,0309000100c60502,,131愛哭鬼,
25,0283000100c70502,,132嘉弼,
25,03a6000100c80502,,133草斑娜,
25,035d000100c90502,,134文青,
25,0440000100ca0502,,135火鳥,
25,029b000100cb0502,,136黃金雞,
25,02f2000100cc0502,,137珮琳,
25,02c9000100cd0502,,138海德,
25,04de000100ce0502,,139小影,
25,0450000100cf0502,,140安谷斯,
25,03fa000100d00502,,141七七,
25,023e000100d10502,,142文雄,
25,0260000100d20502,,143奧莉,
25,0369000100d30502,,144阿朗,
25,04a4000100d40502,,145巧蔻,
25,0381000100d50502,,146米米,
25,0311000100d60502,,147阿守,
25,050e000100d70502,,148畢安卡,
25,0418000100d80502,,149茜藍,
25,0496000100d90502,,150仰韶,
26,021a000100da0502,,151爪爪,
26,04ce000100db0502,,152雪花,
26,02c3000100dc0502,,153阿泥,
26,04b3000100dd0502,,154夢夢,
26,02eb000100de0502,,155約翰,
26,0499000100df0502,,156珮琪,
26,041a000100e00502,,157阿聘,
26,04cf000100e10502,,158阿司,
26,02d8000100e20502,,159森森,
26,028b000100e30502,,160佳敏,
26,0214000100e40502,,161太平,
26,03d2000100e50502,,162亞莎,
26,03aa000100e60502,,163馬譽,
26,0500000100e70502,,164小雪,
26,04df000100e80502,,165瑞奇,
26,026b000100e90502,,166朱古莉,
26,02dd000100ea0502,,167彼得,
26,0357000100eb0502,,168墨墨,
26,03e6000100ec0502,,169莫敬,
26,049d000100ed0502,,170月兔,
26,029a000100ee0502,,171沛希,
